category,resolved_by,issue,record_type,record_id,venue_name,operator,what_the_pipeline_produced,source,snippet
needs_a_person,read the article and decide — this is the actual review queue,Launch Test Kitchen pop-up concept at Nissan Stadium featuring local chef Andrew Little of Josephine. This is a program/menu initiative by Aramark. Date is approximate - inferred from article publication date as the pop-up had already occurred. Borderline between initiative and a one-off event; flagged for review.,event,ev_824bd8c89d30a04b,Nissan Stadium,Aramark,initiative on 2016-10-02 (confidence 0.65),"|The Tennessean; Nashville, Tenn. | 2016-10-02",
needs_a_person,read the article and decide — this is the actual review queue,"SodexoMAGIC filed fraud complaint against Drexel (not the other way around). This is the operator alleging the client committed fraud, not a violation by the operator. Flagging for review as the violation event_type may not perfectly fit — the fraud complaint is by the operator against the university, not a regulatory violation attributed to the operator. Consider whether this event should be kept or dropped.",event,ev_a37bafd56fdad641,Drexel,Sodexo,violation on 2016-10-01 (confidence 0.75),|Food Management; Cleveland | 2016-10-20,
needs_a_person,read the article and decide — this is the actual review queue,"The article describes Harry M. Stevens landing a contract at Veterans Stadium (Philadelphia) and subcontracting cleaning to Team Clean. The interviewee says 'maybe about 19 years ago' from 2016, placing it around 1997. However, this is a cleaning/janitorial subcontract, not a food-service concessions contract per se. Harry M. Stevens is described as the prime contractor who 'landed a contract' at the stadium and needed a minority subcontractor for cleaning. The article says Harry M. Stevens 'was bought by Aramark' but does not specify when — per rules, we keep it as Harry M. Stevens. The venue is Philadelphia's Veterans Stadium (now demolished), matching wd-Q1545870 despite plausible_at_article_date=False, since the stadium was demolished in 2004 and the contract was ~1997. Needs review: (1) this may be a cleaning contract rather than food-service, (2) date is approximate, (3) operator not on normalized list.",event,ev_3eccefa12c893476,Veterans Stadium,Harry M. Stevens,won on 1997-01-01 (confidence 0.45),|TCA Regional News; Chicago | 2016-07-30,
needs_a_person,read the article and decide — this is the actual review queue,"overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-6dbbf8e581,Drexel University,Sodexo,? to 2016-12-10 [ended/other],|Food Management; Cleveland | 2016-10-20; |University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-06; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-11,
needs_a_person,read the article and decide — this is the actual review queue,"overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-9b292eb880,Drexel University,Sodexo,2015-05-21 to 2016-09-20 [ended/lost_bid],"|Food Management; Cleveland | 2016-10-20; |The Daily Record; Baltimore, Md. | 2016-10-10; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-11; |University Wire; Carlsbad | 2016-10-28",
needs_a_person,read the article and decide — this is the actual review queue,"overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-bfa4169a44,Drexel University,Sodexo,? to 2016-12-10 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-25; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-01",
needs_a_person,read the article and decide — this is the actual review queue,"overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-ea85b29ed0,Drexel University,Aramark,2016-01-01 to ? [unknown],"|Fair Disclosure Wire; Linthicum | 2016-11-15; |Philadelphia Daily News; Philadelphia, Pa. | 2016-11-03; |Philadelphia Daily News (1960-); Philadelphia, Pennsylvania | 2016-11-03; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-16; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31; |University Wire; Carlsbad | 2016-10-28; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-01",
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,1 undated event(s) could not be placed on the timeline,tenure,sp-ea85b29ed0,Drexel University,Aramark,2016-01-01 to ? [unknown],"|Fair Disclosure Wire; Linthicum | 2016-11-15; |Philadelphia Daily News; Philadelphia, Pa. | 2016-11-03; |Philadelphia Daily News (1960-); Philadelphia, Pennsylvania | 2016-11-03; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-16; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31; |University Wire; Carlsbad | 2016-10-28; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-01",
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,3 undated event(s) could not be placed on the timeline,tenure,sp-ee1e3bbdb9,U.S. Bank Stadium,Aramark,2016-01-01 to ? [unknown],"|Fair Disclosure Wire; Linthicum | 2016-11-15; |Star Tribune; Minneapolis, Minn. | 2016-11-03; |Star Tribune (1987-); Minneapolis | 2016-11-03; |Star Tribune; Minneapolis, Minn. | 2016-11-02; |TCA Regional News; Chicago | 2016-11-02; |TCA Regional News; Chicago | 2016-11-03",
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,"presence only (initiative) — operator was here, but no award was reported",tenure,sp-095465ccbb,Nissan Stadium,Aramark,? to ? [unknown],"|The Tennessean; Nashville, Tenn. | 2016-10-02",
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,"presence only (violation) — operator was here, but no award was reported",tenure,sp-6dbbf8e581,Drexel University,Sodexo,? to 2016-12-10 [ended/other],|Food Management; Cleveland | 2016-10-20; |University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-06; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-11,
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,re-awarded with no reported end to the previous run,tenure,sp-ea85b29ed0,Drexel University,Aramark,2016-01-01 to ? [unknown],"|Fair Disclosure Wire; Linthicum | 2016-11-15; |Philadelphia Daily News; Philadelphia, Pa. | 2016-11-03; |Philadelphia Daily News (1960-); Philadelphia, Pennsylvania | 2016-11-03; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-16; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31; |University Wire; Carlsbad | 2016-10-28; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-01",
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,run ends with no award ever reported — start unknown,tenure,sp-bfa4169a44,Drexel University,Sodexo,? to 2016-12-10 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-25; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-01",
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,run ends with no award ever reported — start unknown,tenure,sp-7ae49c0f41,"Maverick Stadium,Texas",Aramark,? to 2016-06-06 [ended/lost_bid],|University Wire; Carlsbad | 2016-08-22,
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,start_date unknown,tenure,sp-6dbbf8e581,Drexel University,Sodexo,? to 2016-12-10 [ended/other],|Food Management; Cleveland | 2016-10-20; |University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-06; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-11,
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,start_date unknown,tenure,sp-bfa4169a44,Drexel University,Sodexo,? to 2016-12-10 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-25; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-01",
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,start_date unknown,tenure,sp-7ae49c0f41,"Maverick Stadium,Texas",Aramark,? to 2016-06-06 [ended/lost_bid],|University Wire; Carlsbad | 2016-08-22,
silent_source,nothing to read; no article ever stated it. Find another source or accept the gap,start_date unknown,tenure,sp-095465ccbb,Nissan Stadium,Aramark,? to ? [unknown],"|The Tennessean; Nashville, Tenn. | 2016-10-02",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-c8eb0aef90,An Bhialann,Sodexo,? to ? [unknown],|The Daily Mirror; London (UK) | 2016-11-03,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-9d2c03dd3b,Huron Lodge,Aramark,? to ? [unknown],"|Windsor Star (1959-); Windsor, Ontario | 2017-01-18",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-9a51aea640,ICA,Sodexo,? to ? [unknown],|London Evening Standard (2011-2018); London (UK) | 2016-10-19,"…tensive and require caution and precision. For that reason, a variety of kosher certification agencies exist to inspect food service establishments and manufacturers, assuring Jews that proper preparations were taken. Rabbi Zalman Krems is the kashrus administ…"
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-b42e58d358,Leo O'Donovan dining hall,Aramark,? to ? [unknown],|University Wire; Carlsbad | 2016-12-12,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-2bc706d5d0,MPEC,city of Wichita Falls,? to ? [unknown],"|Times Record News (1987-); Wichita Falls, Texas | 2016-11-06",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-834dc44505,MPEC,Spectra,2016-10-01 to ? [unknown],"|Times Record News (1987-); Wichita Falls, Texas | 2016-12-28; |Times Record News (1987-); Wichita Falls, Texas | 2016-11-06",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-a94ad7a317,Michigan Department of Corrections,Trinity Services Group,2015-09-01 to ? [unknown],|Crain's Detroit Business; Detroit | 2017-01-30,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-db221d4749,Michigan's prison,Trinity Services Group,2015-09-01 to ? [unknown],"|Lansing State Journal (1980-); Lansing, Michigan | 2017-01-21",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-c115bf1de2,Ramsey County correctional facility,Minnesota,? to ? [unknown],|The Guardian (Online); London (UK) | 2016-09-30,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-6930b3a8e3,Rock and Roll Hall of Fame,Aramark,? to ? [unknown],|Fair Disclosure Wire; Linthicum | 2016-08-10,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-1b1d922502,SHSU,"ARAMARK Educational Services of Texas, Inc.",? to ? [unknown],"|US Fed News Service, Including US State News; Washington, D.C. | 2016-08-20",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-8bbe3b87a8,Tennessee Department of Correction,Aramark,2016-10-01 to ? [unknown],"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08; |The Tennessean; Nashville, Tenn. | 2016-08-08; |News Sentinel; Knoxville, Tenn. | 2016-08-05; |The Leaf-Chronicle (1979-); Clarksville, Tennessee | 2016-08-08; |The Daily News-Journal (1931-); Murfreesboro, Tennessee | 2016-08-08; |The Tennessean (1972-); Nashville | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-4e73938c79,U of L,Aramark,2016-08-01 to ? [unknown],|University Wire; Carlsbad | 2016-09-03; |University Wire; Carlsbad | 2016-09-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-ec7fc6bc5c,U of L,Sodexo,? to ? [unknown],|University Wire; Carlsbad | 2016-09-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-030e9be7e6,UChicago Dining,Compass,? to ? [unknown],|University Wire; Carlsbad | 2016-10-18,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-c283a0a42a,UChicago Dining,Aramark,? to ? [unknown],|University Wire; Carlsbad | 2016-10-18,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-8e2acc5ed1,Yosemite National Park,Aramark,? to ? [unknown],|Fair Disclosure Wire; Linthicum | 2016-08-10,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-af2aa847be,the department,Aramark,? to ? [unknown],|The Tennessean (1972-); Nashville | 2016-08-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",1 undated event(s) could not be placed on the timeline,tenure,sp-ddc534c181,the department,TRICOR,? to ? [unknown],|The Tennessean (1972-); Nashville | 2016-08-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-0f3163fcef,FGCU,Compass,? to ? [unknown],"|The News Press; Fort Myers, Fla. | 2016-08-17; |Fort Myers News-Press (1931-); Fort Myers, Florida | 2016-08-17",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-4b8ea03742,FGCU,Aramark,? to ? [unknown],"|The News Press; Fort Myers, Fla. | 2016-08-17; |Fort Myers News-Press (1931-); Fort Myers, Florida | 2016-08-17",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-77c80aed1b,Michigan,Aramark Correctional Services,? to ? [unknown],"|Kennebec Journal; Augusta, Me. | 2016-10-25; |Morning Sentinel; Waterville, Me. | 2016-10-25",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-d9cda0e85b,SMSU campus,Compass,? to ? [unknown],|University Wire; Carlsbad | 2016-09-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-e269b3b965,SMSU campus,Aramark,? to ? [unknown],|University Wire; Carlsbad | 2016-09-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-b40c9cc1ae,Temple University,Sodexo,? to 2017-07-01 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-11; |TCA Regional News; Chicago | 2016-10-11; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-12; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-466064802c,University of Maine at Farmington,Sodexo,? to ? [unknown],"|TCA Regional News; Chicago | 2016-08-26; |Sun Journal; Lewiston, Me. | 2016-08-25",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-63a5025d7e,University of Maine at Farmington,Aramark,? to ? [unknown],"|TCA Regional News; Chicago | 2016-08-26; |Sun Journal; Lewiston, Me. | 2016-08-25",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",2 undated event(s) could not be placed on the timeline,tenure,sp-a2c0a068a7,University of New Orleans,Aramark,1999-01-01 to ? [unknown],|University Wire; Carlsbad | 2016-09-21,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",3 undated event(s) could not be placed on the timeline,tenure,sp-7a2a8b0198,Mayo Clinic,Compass,? to ? [unknown],"|Post - Bulletin; Rochester, Minn. | 2016-08-31; |Post - Bulletin; Rochester, Minn. | 2016-08-20",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",3 undated event(s) could not be placed on the timeline,tenure,sp-7e50ce51b9,Mayo Clinic,Sodexo,? to ? [unknown],"|Post - Bulletin; Rochester, Minn. | 2016-08-31; |Post - Bulletin; Rochester, Minn. | 2016-08-20",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",3 undated event(s) could not be placed on the timeline,tenure,sp-3241352e3e,Temple University,Aramark,2016-01-01 to ? [unknown],"|Fair Disclosure Wire; Linthicum | 2016-11-15; |MENA Report; Camden | 2016-10-14; |University Wire; Carlsbad | 2016-10-11; |University Wire; Carlsbad | 2017-01-17; |University Wire; Carlsbad | 2016-10-21; |US Fed News Service, Including US State News; Washington, D.C. | 2016-10-12; |TCA Regional News; Chicago | 2016-10-11; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-12",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",Aramark CEO states they 'recently signed' Temple University. No candidate venue matches. No exact date; described as recent during FY16 earnings call.,event,ev_6577b229781263b6,Temple University,Aramark,won on 2016-01-01 (confidence 0.8),|Fair Disclosure Wire; Linthicum | 2016-11-15,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Aramark identified as 'the previous dining services of R-N', replaced by Gourmet Dining Services effective July 29, 2016. No candidate venue matches this campus.",event,ev_eca51a03b2dca04e,Rutgers University – Newark,Aramark,lost on 2016-07-29 (confidence 0.9),|University Wire; Carlsbad | 2016-09-27,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Aramark lost management of the Barnard Store specifically (not the full food service contract). The college took over store management in May 2016 when the previous manager left. Aramark remains the college's food service provider. No venue_id match. This is a retail store, not a stadium/arena/convention center — may be out of scope.",event,ev_b411eb07a4a307b2,Barnard Store,Aramark,lost on 2016-05-01 (confidence 0.75),|University Wire; Carlsbad | 2016-10-06,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Aramark lost this contract because the university is bringing services in-house (self_op). Paired with self_op event. No matching venue_id — article is about Northwest Missouri State University, not University of Minnesota. Contract is for facility management services, NOT food service — may be out of scope entirely.",event,ev_4e6c6c0add92e0f7,Northwest Missouri State University,Aramark,lost on 2017-04-03 (confidence 0.85),|University Wire; Carlsbad | 2017-01-18,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Aramark named as the previous food service provider replaced by Chartwells. SMSU (Southwest Minnesota State University, Marshall MN) does not match any candidate venue. Date inferred from 'As of July' context.",event,ev_9237db883fc6d2ee,SMSU,Aramark,lost on 2016-07-01 (confidence 0.8),|University Wire; Carlsbad | 2016-09-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Aramark served moldy bagels to four students on Monday (Nov 7). No candidate venue matches Neil Armstrong Elementary. This is a school, not a stadium/arena/convention center, so may be out of scope for the venue spine. The article also confirms Aramark is the district's food service company but reports no contract award, renewal, or other contract event.",event,ev_d9e12110a28d4aa5,Neil Armstrong Elementary,Aramark,violation on 2016-11-07 (confidence 0.75),"|The Times - Tribune; Scranton, Pa. | 2016-11-10",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",Article describes Aramark as having replaced Sodexo at the University of Louisville. No specific date given for when the switch occurred; article published 2016-09-08 describes changes noticed by returning students (implying start around fall 2016). No candidate venue matches the University of Louisville; needs review.,event,ev_ebcf556433c35988,U of L,Aramark,won on ? (confidence 0.85),|University Wire; Carlsbad | 2016-09-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Article describes Aramark winning a food service contract for Tennessee Department of Correction prison facilities, replacing TRICOR. This is a prison/corrections food service contract, not a stadium/arena/convention center. No venue_id match — none of the candidate venues correspond to Tennessee DOC facilities. The article says the contract is planned but Aramark VP's statement ('We are looking forward to partnering...') and the department statement ('the food service contract with TRICOR will come to an end') suggest the decision has been made. However, this is NOT a stadium, arena, or convention center contract.",event,ev_5987a411d53dab7a,the department,Aramark,won on ? (confidence 0.55),|The Tennessean (1972-); Nashville | 2016-08-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Article describes Aramark winning the prison food service contract for the Tennessee Department of Correction, replacing TRICOR, with expected start date October 1, 2016. This is a state prison food service contract, not a stadium/arena/convention center concessions contract. No candidate venue matches. Article also mentions Aramark provides food at Nissan Stadium but reports no contract event for that venue.",event,ev_289ba7ed2739cabe,Tennessee Department of Correction,Aramark,won on 2016-10-01 (confidence 0.55),"|The Daily News-Journal (1931-); Murfreesboro, Tennessee | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Article describes a new contract between Georgetown University and Aramark, its current dining services provider, for renovations of Leo O'Donovan dining hall and Hoya Court. No candidate venue matches a Georgetown University dining hall. The contract is described as decided ('it was decided that the renovations will occur under a new contract'). Changes scheduled to be fully in place by start of 2017-2018 academic year. Since Aramark is described as the current provider getting a new contract, this is treated as a renewal.",event,ev_837d0b24b8c555f1,Leo O'Donovan dining hall,Aramark,renewed on ? (confidence 0.75),|University Wire; Carlsbad | 2016-12-12,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Article describes a new contract between Georgetown and Aramark, their current dining services provider. This is a university dining hall, not one of the candidate venues (RFK Stadium or D.C. Armory). Changes scheduled to be fully in place by start of 2017-2018 academic year. Venue is campus dining, not a stadium/arena.",event,ev_c045149db3a8ed89,Leo O'Donovan dining hall,Aramark,renewed on 2017-01-01 (confidence 0.8),|University Wire; Carlsbad | 2016-12-12,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Article describes approval of Amendment No. 13 to a 2005 Food Service Contract with Aramark Educational Services. This is an amendment to an existing contract (reducing commissions beginning June 1, 2018, to support expansion of food service operations), not a new award or a renewal per se. Classified as 'renewed' since it extends/modifies an existing contract, but reviewer should verify whether this qualifies as a contract event or is merely an amendment. No candidate venue matches Sam Houston State University. Original contract dates to 2005.",event,ev_79756416ee45996e,SHSU,"ARAMARK Educational Services of Texas, Inc.",renewed on ? (confidence 0.55),"|US Fed News Service, Including US State News; Washington, D.C. | 2016-08-20",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Article discusses Aramark as the new food service provider for Tennessee DOC, replacing TRICOR. This is a state prison food-service contract, not a stadium/arena/convention center — may be out of scope. No contract length or value provided. No matching venue in candidate list.",event,ev_49f6179c09144ead,Tennessee Department of Correction,Aramark,won on ? (confidence 0.7),"|The Daily News-Journal (1931-); Murfreesboro, Tennessee | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Article identifies Aramark as the previous dining services provider, replaced by Chartwells in May 2016. Venue is the Cohen Center at FGCU; no matching candidate venue.",event,ev_046e976888731612,The Perch,Aramark,lost on 2016-05-01 (confidence 0.85),|University Wire; Carlsbad | 2016-10-06,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Article mentions Michigan terminated a $145M contract with Aramark Correctional Services for feeding state prisoners due to lack of cleanliness, unapproved menu substitutions, etc. This is a state prison system, not a stadium/arena/convention center. No matching venue in candidate list. This is a correctional facility contract, not a sports/entertainment venue, so likely out of scope for this tracker.",event,ev_0846e9280e833e5a,Michigan,Aramark Correctional Services,violation on ? (confidence 0.4),"|Kennebec Journal; Augusta, Me. | 2016-10-25",
